selection file, result

1

[40.0, 19.0, 0.0, 0.0, 0.0, 1.0, 0.0]
[40.0, 19.0, 1.0, 0.0, 0.0, 0.0, 0.0]
[40.0, 17.0, 0.0, 1.0, 1.0, 0.0, 0.0]
[38.0, 18.0, 0.0, 1.0, 1.0, 0.0, 0.0]
[35.0, 18.0, 0.0, 0.0, 1.0, 0.0, 1.0]
[24.0, 18.0, 0.0, 0.0, 0.0, 0.0, 1.0]
[21.0, 18.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[34.0, 18.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[35.0, 18.0, 0.0, 1.0, 0.0, 0.0, 0.0]
[33.0, 19.0, 0.0, 1.0, 1.0, 0.0, 1.0]
[20.0, 19.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[25.0, 19.0, 0.0, 1.0, 0.0, 0.0, 0.0]
[32.0, 19.0, 0.0, 1.0, 1.0, 0.0, 0.0]
[40.0, 16.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[35.0, 17.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[30.0, 17.0, 0.0, 0.0, 0.0, 0.0, 1.0]
[26.0, 17.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[36.0, 12.0, 0.0, 0.0, 0.0, 0.0, 1.0]
[35.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[40.0, 16.0, 0.0, 1.0, 0.0, 0.0, 0.0]
[37.0, 17.0, 0.0, 1.0, 0.0, 0.0, 1.0]
[36.0, 17.0, 0.0, 1.0, 0.0, 0.0, 0.0]

2

[45.0, 16.0, 1.0, 0.0, 0.0, 1.0, 0.0]
[40.0, 19.0, 0.0, 0.0, 0.0, 1.0, 0.0]
[40.0, 17.0, 0.0, 1.0, 1.0, 0.0, 0.0]
[35.0, 17.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[30.0, 17.0, 0.0, 0.0, 0.0, 0.0, 1.0]
[26.0, 17.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[37.0, 17.0, 0.0, 1.0, 0.0, 0.0, 1.0]
[36.0, 17.0, 0.0, 1.0, 0.0, 0.0, 0.0]
[38.0, 18.0, 0.0, 1.0, 1.0, 0.0, 0.0]
[35.0, 18.0, 0.0, 0.0, 1.0, 0.0, 1.0]
[24.0, 18.0, 0.0, 0.0, 0.0, 0.0, 1.0]
[21.0, 18.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[34.0, 18.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[35.0, 18.0, 0.0, 1.0, 0.0, 0.0, 0.0]
[40.0, 19.0, 1.0, 0.0, 0.0, 0.0, 0.0]
[33.0, 19.0, 0.0, 1.0, 1.0, 0.0, 1.0]
[20.0, 19.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[25.0, 19.0, 0.0, 1.0, 0.0, 0.0, 0.0]
[32.0, 19.0, 0.0, 1.0, 1.0, 0.0, 0.0]
[40.0, 16.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[40.0, 16.0, 0.0, 1.0, 0.0, 0.0, 0.0]
[36.0, 12.0, 0.0, 0.0, 0.0, 0.0, 1.0]
[35.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[45.0, 16.0, 1.0, 1.0, 1.0, 0.0, 0.0]
[45.0, 13.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[44.0, 15.0, 1.0, 0.0, 1.0, 0.0, 0.0]
[44.0, 16.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[42.0, 16.0, 1.0, 0.0, 0.0, 0.0, 0.0]
[43.0, 16.0, 1.0, 0.0, 1.0, 0.0, 0.0]
[45.0, 12.0, 1.0, 0.0, 1.0, 0.0, 0.0]
[45.0, 15.0, 1.0, 1.0, 0.0, 0.0, 0.0]
[44.0, 16.0, 1.0, 1.0, 0.0, 0.0, 0.0]

3

[45.0, 16.0, 1.0, 0.0, 0.0, 1.0, 0.0]
[40.0, 19.0, 0.0, 0.0, 0.0, 1.0, 0.0]
[40.0, 17.0, 0.0, 1.0, 1.0, 0.0, 0.0]
[35.0, 17.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[30.0, 17.0, 0.0, 0.0, 0.0, 0.0, 1.0]
[26.0, 17.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[37.0, 17.0, 0.0, 1.0, 0.0, 0.0, 1.0]
[36.0, 17.0, 0.0, 1.0, 0.0, 0.0, 0.0]
[38.0, 18.0, 0.0, 1.0, 1.0, 0.0, 0.0]
[35.0, 18.0, 0.0, 0.0, 1.0, 0.0, 1.0]
[24.0, 18.0, 0.0, 0.0, 0.0, 0.0, 1.0]
[21.0, 18.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[34.0, 18.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[35.0, 18.0, 0.0, 1.0, 0.0, 0.0, 0.0]
[40.0, 19.0, 1.0, 0.0, 0.0, 0.0, 0.0]
[33.0, 19.0, 0.0, 1.0, 1.0, 0.0, 1.0]
[20.0, 19.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[25.0, 19.0, 0.0, 1.0, 0.0, 0.0, 0.0]
[32.0, 19.0, 0.0, 1.0, 1.0, 0.0, 0.0]
[40.0, 16.0, 0.0, 0.0, 1.0, 0.0, 0.0]
[40.0, 16.0, 0.0, 1.0, 0.0, 0.0, 0.0]
[36.0, 12.0, 0.0, 0.0, 0.0, 0.0, 1.0]
[35.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[45.0, 16.0, 1.0, 1.0, 1.0, 0.0, 0.0]
[45.0, 13.0, 1.0, 0.0, 1.0, 0.0, 1.0]
[44.0, 15.0, 1.0, 0.0, 1.0, 0.0, 0.0]
[44.0, 16.0, 1.0, 0.0, 1.0, 0.0, 1.0]
